stazione_id;data;inquinante;valore
2;04/05/2020;PM10;8
2;04/05/2020;PM25;8
2;04/05/2020;SO2;2.5
3;04/05/2020;CO_8h;0.25
3;04/05/2020;NO2;22
4;04/05/2020;C6H6;0.5
4;04/05/2020;CO_8h;0.5
4;04/05/2020;NO2;36
4;04/05/2020;PM10;8
5;04/05/2020;NO2;
5;04/05/2020;O3;
6;04/05/2020;C6H6;0.5
6;04/05/2020;CO_8h;1
6;04/05/2020;NO2;20
6;04/05/2020;PM10;11
6;04/05/2020;PM25;8
7;04/05/2020;NO2;15
7;04/05/2020;O3;111
7;04/05/2020;PM10;12
8;04/05/2020;C6H6;
8;04/05/2020;CO_8h;
8;04/05/2020;NO2;
1;05/05/2020;NO2;
2;05/05/2020;C6H6;0.5
2;05/05/2020;NO2;30
2;05/05/2020;O3;114
2;05/05/2020;PM10;12
2;05/05/2020;PM25;10
2;05/05/2020;SO2;7
3;05/05/2020;CO_8h;0.25
3;05/05/2020;NO2;76
4;05/05/2020;C6H6;0.5
4;05/05/2020;CO_8h;0.6
4;05/05/2020;NO2;64
4;05/05/2020;PM10;13
5;05/05/2020;NO2;
5;05/05/2020;O3;
6;05/05/2020;C6H6;0.5
6;05/05/2020;CO_8h;1
6;05/05/2020;NO2;46
6;05/05/2020;PM10;13
6;05/05/2020;PM25;9
7;05/05/2020;NO2;53
7;05/05/2020;O3;117
7;05/05/2020;PM10;14
8;05/05/2020;C6H6;
8;05/05/2020;CO_8h;
8;05/05/2020;NO2;
1;06/05/2020;NO2;
2;06/05/2020;C6H6;0.5
2;06/05/2020;NO2;46
2;06/05/2020;O3;92
2;06/05/2020;PM10;13
2;06/05/2020;PM25;10
2;06/05/2020;SO2;6
3;06/05/2020;CO_8h;0.5
3;06/05/2020;NO2;66
4;06/05/2020;C6H6;0.5
4;06/05/2020;CO_8h;0.5
4;06/05/2020;NO2;56
4;06/05/2020;PM10;15
5;06/05/2020;NO2;
5;06/05/2020;O3;
6;06/05/2020;C6H6;0.5
6;06/05/2020;CO_8h;0.9
6;06/05/2020;NO2;53
6;06/05/2020;PM10;19
6;06/05/2020;PM25;10
7;06/05/2020;NO2;43
7;06/05/2020;O3;93
7;06/05/2020;PM10;18
8;06/05/2020;C6H6;
8;06/05/2020;CO_8h;
8;06/05/2020;NO2;
1;07/05/2020;NO2;
2;07/05/2020;C6H6;0.5
2;07/05/2020;NO2;31
2;07/05/2020;O3;104
2;07/05/2020;PM10;18
2;07/05/2020;PM25;12
2;07/05/2020;SO2;5
3;07/05/2020;CO_8h;0.5
3;07/05/2020;NO2;44
4;07/05/2020;C6H6;0.5
4;07/05/2020;CO_8h;0.6
4;07/05/2020;NO2;61
4;07/05/2020;PM10;22
5;07/05/2020;NO2;
5;07/05/2020;O3;
6;07/05/2020;C6H6;0.5
6;07/05/2020;CO_8h;
6;07/05/2020;NO2;43
6;07/05/2020;PM10;21
6;07/05/2020;PM25;10
7;07/05/2020;NO2;35
7;07/05/2020;O3;96
7;07/05/2020;PM10;26
8;07/05/2020;C6H6;
8;07/05/2020;CO_8h;
8;07/05/2020;NO2;
1;08/05/2020;NO2;
2;08/05/2020;C6H6;0.5
2;08/05/2020;NO2;39
2;08/05/2020;O3;128
2;08/05/2020;PM10;16
2;08/05/2020;PM25;14
2;08/05/2020;SO2;5
3;08/05/2020;CO_8h;0.6
3;08/05/2020;NO2;76
4;08/05/2020;C6H6;0.5
4;08/05/2020;CO_8h;0.7
4;08/05/2020;NO2;92
4;08/05/2020;PM10;21
5;08/05/2020;NO2;
5;08/05/2020;O3;
6;08/05/2020;C6H6;0.5
6;08/05/2020;CO_8h;0.6
6;08/05/2020;NO2;48
6;08/05/2020;PM10;22
6;08/05/2020;PM25;11
7;08/05/2020;NO2;55
7;08/05/2020;O3;127
7;08/05/2020;PM10;25
8;08/05/2020;C6H6;
8;08/05/2020;CO_8h;
8;08/05/2020;NO2;
1;11/05/2020;NO2;
2;11/05/2020;C6H6;0.5
2;11/05/2020;NO2;14
2;11/05/2020;O3;121
2;11/05/2020;PM10;15
2;11/05/2020;PM25;13
2;11/05/2020;SO2;5
3;11/05/2020;CO_8h;0.5
3;11/05/2020;NO2;29
4;11/05/2020;C6H6;0.5
4;11/05/2020;CO_8h;0.7
4;11/05/2020;NO2;25
4;11/05/2020;PM10;20
5;11/05/2020;NO2;
5;11/05/2020;O3;
6;11/05/2020;C6H6;0.5
6;11/05/2020;CO_8h;0.7
6;11/05/2020;NO2;23
6;11/05/2020;PM10;18
6;11/05/2020;PM25;11
7;11/05/2020;NO2;15
7;11/05/2020;O3;128
7;11/05/2020;PM10;19
8;11/05/2020;C6H6;
8;11/05/2020;CO_8h;
8;11/05/2020;NO2;
1;12/05/2020;NO2;
2;12/05/2020;C6H6;0.5
2;12/05/2020;NO2;21
2;12/05/2020;O3;81
2;12/05/2020;PM10;11
2;12/05/2020;PM25;8
2;12/05/2020;SO2;2.5
3;12/05/2020;CO_8h;0.6
3;12/05/2020;NO2;54
4;12/05/2020;C6H6;0.5
4;12/05/2020;CO_8h;0.8
4;12/05/2020;NO2;59
4;12/05/2020;PM10;17
5;12/05/2020;NO2;
5;12/05/2020;O3;
6;12/05/2020;C6H6;0.5
6;12/05/2020;CO_8h;0.8
6;12/05/2020;NO2;38
6;12/05/2020;PM10;10
6;12/05/2020;PM25;11
7;12/05/2020;NO2;46
7;12/05/2020;O3;81
7;12/05/2020;PM10;13
8;12/05/2020;C6H6;
8;12/05/2020;CO_8h;
8;12/05/2020;NO2;
1;13/05/2020;NO2;
2;13/05/2020;C6H6;0.5
2;13/05/2020;NO2;28
2;13/05/2020;O3;83
2;13/05/2020;PM10;10
2;13/05/2020;PM25;8
2;13/05/2020;SO2;2.5
3;13/05/2020;CO_8h;0.6
3;13/05/2020;NO2;78
4;13/05/2020;C6H6;0.5
4;13/05/2020;CO_8h;0.7
4;13/05/2020;NO2;65
4;13/05/2020;PM10;12
5;13/05/2020;NO2;
5;13/05/2020;O3;
6;13/05/2020;C6H6;0.5
6;13/05/2020;CO_8h;0.7
6;13/05/2020;NO2;44
6;13/05/2020;PM10;15
6;13/05/2020;PM25;12
7;13/05/2020;NO2;36
7;13/05/2020;O3;87
7;13/05/2020;PM10;14
8;13/05/2020;C6H6;
8;13/05/2020;CO_8h;
8;13/05/2020;NO2;
1;14/05/2020;NO2;
2;14/05/2020;C6H6;0.5
2;14/05/2020;NO2;39
2;14/05/2020;O3;47
2;14/05/2020;PM10;14
2;14/05/2020;PM25;10
2;14/05/2020;SO2;2.5
3;14/05/2020;CO_8h;0.7
3;14/05/2020;NO2;77
4;14/05/2020;C6H6;0.5
4;14/05/2020;CO_8h;0.8
4;14/05/2020;NO2;63
4;14/05/2020;PM10;23
5;14/05/2020;NO2;
5;14/05/2020;O3;
6;14/05/2020;C6H6;0.5
6;14/05/2020;CO_8h;0.9
6;14/05/2020;NO2;54
6;14/05/2020;PM10;18
6;14/05/2020;PM25;8
7;14/05/2020;NO2;51
7;14/05/2020;O3;46
7;14/05/2020;PM10;20
8;14/05/2020;C6H6;
8;14/05/2020;CO_8h;
8;14/05/2020;NO2;
1;15/05/2020;NO2;
2;15/05/2020;C6H6;0.5
2;15/05/2020;NO2;29
2;15/05/2020;O3;95
2;15/05/2020;PM10;20
2;15/05/2020;PM25;15
2;15/05/2020;SO2;5
3;15/05/2020;CO_8h;0.7
3;15/05/2020;NO2;46
4;15/05/2020;C6H6;0.5
4;15/05/2020;CO_8h;0.8
4;15/05/2020;NO2;50
4;15/05/2020;PM10;27
5;15/05/2020;NO2;
5;15/05/2020;O3;
6;15/05/2020;C6H6;0.5
6;15/05/2020;CO_8h;0.8
6;15/05/2020;NO2;38
6;15/05/2020;PM10;27
6;15/05/2020;PM25;16
7;15/05/2020;NO2;33
7;15/05/2020;O3;97
7;15/05/2020;PM10;31
8;15/05/2020;C6H6;
8;15/05/2020;CO_8h;
8;15/05/2020;NO2;
1;18/05/2020;NO2;
2;18/05/2020;C6H6;0.5
2;18/05/2020;NO2;19
2;18/05/2020;O3;88
2;18/05/2020;PM10;12
2;18/05/2020;PM25;8
2;18/05/2020;SO2;2.5
3;18/05/2020;CO_8h;0.6
3;18/05/2020;NO2;39
4;18/05/2020;C6H6;0.5
4;18/05/2020;CO_8h;0.25
4;18/05/2020;NO2;46
4;18/05/2020;PM10;16
5;18/05/2020;NO2;
5;18/05/2020;O3;
6;18/05/2020;C6H6;0.5
6;18/05/2020;CO_8h;0.7
6;18/05/2020;NO2;28
6;18/05/2020;PM10;18
6;18/05/2020;PM25;8
7;18/05/2020;NO2;25
7;18/05/2020;O3;91
7;18/05/2020;PM10;15
8;18/05/2020;C6H6;
8;18/05/2020;CO_8h;
8;18/05/2020;NO2;
1;19/05/2020;NO2;
2;19/05/2020;C6H6;0.5
2;19/05/2020;NO2;30
2;19/05/2020;O3;98
2;19/05/2020;PM10;21
2;19/05/2020;PM25;15
2;19/05/2020;SO2;5
3;19/05/2020;CO_8h;0.7
3;19/05/2020;NO2;51
4;19/05/2020;C6H6;0.5
4;19/05/2020;CO_8h;0.25
4;19/05/2020;NO2;63
4;19/05/2020;PM10;27
5;19/05/2020;NO2;
5;19/05/2020;O3;
6;19/05/2020;C6H6;0.5
6;19/05/2020;CO_8h;0.8
6;19/05/2020;NO2;46
6;19/05/2020;PM10;25
6;19/05/2020;PM25;13
7;19/05/2020;NO2;42
7;19/05/2020;O3;103
7;19/05/2020;PM10;27
8;19/05/2020;C6H6;
8;19/05/2020;CO_8h;
8;19/05/2020;NO2;
1;20/05/2020;NO2;
2;20/05/2020;C6H6;0.5
2;20/05/2020;NO2;41
2;20/05/2020;O3;76
2;20/05/2020;PM10;18
2;20/05/2020;PM25;11
2;20/05/2020;SO2;6
3;20/05/2020;CO_8h;0.7
3;20/05/2020;NO2;81
4;20/05/2020;C6H6;0.5
4;20/05/2020;CO_8h;0.5
4;20/05/2020;NO2;73
4;20/05/2020;PM10;23
5;20/05/2020;NO2;
5;20/05/2020;O3;
6;20/05/2020;C6H6;0.5
6;20/05/2020;CO_8h;0.8
6;20/05/2020;NO2;69
6;20/05/2020;PM10;20
6;20/05/2020;PM25;9
7;20/05/2020;NO2;56
7;20/05/2020;O3;81
7;20/05/2020;PM10;22
8;20/05/2020;C6H6;
8;20/05/2020;CO_8h;
8;20/05/2020;NO2;
1;21/05/2020;NO2;
2;21/05/2020;C6H6;0.5
2;21/05/2020;NO2;40
2;21/05/2020;O3;117
2;21/05/2020;PM10;19
2;21/05/2020;PM25;15
2;21/05/2020;SO2;7
3;21/05/2020;CO_8h;0.7
3;21/05/2020;NO2;78
4;21/05/2020;C6H6;0.5
4;21/05/2020;CO_8h;0.25
4;21/05/2020;NO2;69
4;21/05/2020;PM10;22
5;21/05/2020;NO2;
5;21/05/2020;O3;
6;21/05/2020;C6H6;1.2
6;21/05/2020;CO_8h;0.7
6;21/05/2020;NO2;54
6;21/05/2020;PM10;22
6;21/05/2020;PM25;16
7;21/05/2020;NO2;46
7;21/05/2020;O3;120
7;21/05/2020;PM10;22
8;21/05/2020;C6H6;
8;21/05/2020;CO_8h;
8;21/05/2020;NO2;
1;22/05/2020;NO2;
2;22/05/2020;C6H6;0.5
2;22/05/2020;NO2;39
2;22/05/2020;O3;119
2;22/05/2020;PM10;18
2;22/05/2020;PM25;15
2;22/05/2020;SO2;5
3;22/05/2020;CO_8h;0.6
3;22/05/2020;NO2;88
4;22/05/2020;C6H6;0.5
4;22/05/2020;CO_8h;0.3
4;22/05/2020;NO2;82
4;22/05/2020;PM10;22
5;22/05/2020;NO2;
5;22/05/2020;O3;
6;22/05/2020;C6H6;0.5
6;22/05/2020;CO_8h;0.7
6;22/05/2020;NO2;58
6;22/05/2020;PM10;22
6;22/05/2020;PM25;13
7;22/05/2020;NO2;57
7;22/05/2020;O3;128
7;22/05/2020;PM10;26
8;22/05/2020;C6H6;
8;22/05/2020;CO_8h;
8;22/05/2020;NO2;
1;25/05/2020;NO2;
2;25/05/2020;C6H6;0.5
2;25/05/2020;NO2;33
2;25/05/2020;O3;105
2;25/05/2020;PM10;11
2;25/05/2020;PM25;9
2;25/05/2020;SO2;2.5
3;25/05/2020;CO_8h;0.6
3;25/05/2020;NO2;117
4;25/05/2020;C6H6;0.5
4;25/05/2020;CO_8h;0.25
4;25/05/2020;NO2;78
4;25/05/2020;PM10;11
5;25/05/2020;NO2;
5;25/05/2020;O3;
6;25/05/2020;C6H6;0.5
6;25/05/2020;CO_8h;0.7
6;25/05/2020;NO2;32
6;25/05/2020;PM10;11
6;25/05/2020;PM25;5
7;25/05/2020;NO2;30
7;25/05/2020;O3;112
7;25/05/2020;PM10;12
8;25/05/2020;C6H6;
8;25/05/2020;CO_8h;
8;25/05/2020;NO2;
1;26/05/2020;NO2;
2;26/05/2020;C6H6;0.5
2;26/05/2020;NO2;44
2;26/05/2020;O3;112
2;26/05/2020;PM10;11
2;26/05/2020;PM25;10
2;26/05/2020;SO2;5
3;26/05/2020;CO_8h;0.6
3;26/05/2020;NO2;90
4;26/05/2020;C6H6;0.5
4;26/05/2020;CO_8h;0.25
4;26/05/2020;NO2;74
4;26/05/2020;PM10;14
5;26/05/2020;NO2;
5;26/05/2020;O3;
6;26/05/2020;C6H6;0.5
6;26/05/2020;CO_8h;0.7
6;26/05/2020;NO2;65
6;26/05/2020;PM10;13
6;26/05/2020;PM25;4
7;26/05/2020;NO2;63
7;26/05/2020;O3;108
7;26/05/2020;PM10;16
8;26/05/2020;C6H6;
8;26/05/2020;CO_8h;
8;26/05/2020;NO2;
1;27/05/2020;NO2;
2;27/05/2020;C6H6;0.5
2;27/05/2020;NO2;19
2;27/05/2020;O3;111
2;27/05/2020;PM10;13
2;27/05/2020;PM25;9
2;27/05/2020;SO2;5
3;27/05/2020;CO_8h;0.6
3;27/05/2020;NO2;58
4;27/05/2020;C6H6;0.5
4;27/05/2020;CO_8h;0.25
4;27/05/2020;NO2;59
4;27/05/2020;PM10;18
5;27/05/2020;NO2;
5;27/05/2020;O3;
6;27/05/2020;C6H6;0.5
6;27/05/2020;CO_8h;0.7
6;27/05/2020;NO2;75
6;27/05/2020;PM10;17
6;27/05/2020;PM25;8
7;27/05/2020;NO2;37
7;27/05/2020;O3;108
7;27/05/2020;PM10;21
8;27/05/2020;C6H6;
8;27/05/2020;CO_8h;
8;27/05/2020;NO2;
1;28/05/2020;NO2;
2;28/05/2020;C6H6;0.5
2;28/05/2020;NO2;31
2;28/05/2020;O3;112
2;28/05/2020;PM10;12
2;28/05/2020;PM25;10
2;28/05/2020;SO2;5
3;28/05/2020;CO_8h;0.5
3;28/05/2020;NO2;75
4;28/05/2020;C6H6;0.5
4;28/05/2020;CO_8h;0.25
4;28/05/2020;NO2;55
4;28/05/2020;PM10;15
5;28/05/2020;NO2;
5;28/05/2020;O3;
6;28/05/2020;C6H6;0.5
6;28/05/2020;CO_8h;1
6;28/05/2020;NO2;53
6;28/05/2020;PM10;
6;28/05/2020;PM25;
7;28/05/2020;NO2;47
7;28/05/2020;O3;117
7;28/05/2020;PM10;18
8;28/05/2020;C6H6;
8;28/05/2020;CO_8h;
8;28/05/2020;NO2;
1;29/05/2020;NO2;
2;29/05/2020;C6H6;0.5
2;29/05/2020;NO2;58
2;29/05/2020;O3;127
2;29/05/2020;PM10;18
2;29/05/2020;PM25;14
2;29/05/2020;SO2;16
3;29/05/2020;CO_8h;0.25
3;29/05/2020;NO2;66
4;29/05/2020;C6H6;0.5
4;29/05/2020;CO_8h;0.25
4;29/05/2020;NO2;85
4;29/05/2020;PM10;24
5;29/05/2020;NO2;
5;29/05/2020;O3;
6;29/05/2020;C6H6;0.5
6;29/05/2020;CO_8h;1
6;29/05/2020;NO2;74
6;29/05/2020;PM10;
6;29/05/2020;PM25;
7;29/05/2020;NO2;62
7;29/05/2020;O3;128
7;29/05/2020;PM10;26
8;29/05/2020;C6H6;
8;29/05/2020;CO_8h;
8;29/05/2020;NO2;
1;03/06/2020;NO2;
2;03/06/2020;C6H6;0.5
2;03/06/2020;NO2;22
2;03/06/2020;O3;114
2;03/06/2020;PM10;14
2;03/06/2020;PM25;13
2;03/06/2020;SO2;5
3;03/06/2020;CO_8h;0.25
3;03/06/2020;NO2;50
4;03/06/2020;C6H6;0.5
4;03/06/2020;CO_8h;0.25
4;03/06/2020;NO2;56
4;03/06/2020;PM10;21
5;03/06/2020;NO2;
5;03/06/2020;O3;
6;03/06/2020;C6H6;0.5
6;03/06/2020;CO_8h;0.9
6;03/06/2020;NO2;28
6;03/06/2020;PM10;20
6;03/06/2020;PM25;12
7;03/06/2020;NO2;29
7;03/06/2020;O3;119
7;03/06/2020;PM10;19
8;03/06/2020;C6H6;
8;03/06/2020;CO_8h;
8;03/06/2020;NO2;
1;04/06/2020;NO2;
2;04/06/2020;C6H6;0.5
2;04/06/2020;NO2;45
2;04/06/2020;O3;108
2;04/06/2020;PM10;13
2;04/06/2020;PM25;10
2;04/06/2020;SO2;5
3;04/06/2020;CO_8h;0.25
3;04/06/2020;NO2;66
4;04/06/2020;C6H6;0.5
4;04/06/2020;CO_8h;0.5
4;04/06/2020;NO2;63
4;04/06/2020;PM10;17
5;04/06/2020;NO2;
5;04/06/2020;O3;
6;04/06/2020;C6H6;0.5
6;04/06/2020;CO_8h;0.9
6;04/06/2020;NO2;66
6;04/06/2020;PM10;16
6;04/06/2020;PM25;8
7;04/06/2020;NO2;57
7;04/06/2020;O3;109
7;04/06/2020;PM10;18
8;04/06/2020;C6H6;
8;04/06/2020;CO_8h;
8;04/06/2020;NO2;
1;05/06/2020;NO2;
2;05/06/2020;C6H6;0.5
2;05/06/2020;NO2;32
2;05/06/2020;O3;60
2;05/06/2020;PM10;9
2;05/06/2020;PM25;7
2;05/06/2020;SO2;2.5
3;05/06/2020;CO_8h;0.25
3;05/06/2020;NO2;77
4;05/06/2020;C6H6;0.5
4;05/06/2020;CO_8h;0.6
4;05/06/2020;NO2;70
4;05/06/2020;PM10;14
5;05/06/2020;NO2;
5;05/06/2020;O3;
6;05/06/2020;C6H6;0.5
6;05/06/2020;CO_8h;1
6;05/06/2020;NO2;54
6;05/06/2020;PM10;11
6;05/06/2020;PM25;5
7;05/06/2020;NO2;51
7;05/06/2020;O3;64
7;05/06/2020;PM10;12
8;05/06/2020;C6H6;
8;05/06/2020;CO_8h;
8;05/06/2020;NO2;
1;08/06/2020;NO2;
2;08/06/2020;C6H6;0.5
2;08/06/2020;NO2;13
2;08/06/2020;O3;61
2;08/06/2020;PM10;
2;08/06/2020;PM25;
2;08/06/2020;SO2;2.5
3;08/06/2020;CO_8h;0.25
3;08/06/2020;NO2;35
4;08/06/2020;C6H6;0.5
4;08/06/2020;CO_8h;0.5
4;08/06/2020;NO2;36
4;08/06/2020;PM10;14
5;08/06/2020;NO2;
5;08/06/2020;O3;
6;08/06/2020;C6H6;0.5
6;08/06/2020;CO_8h;0.8
6;08/06/2020;NO2;28
6;08/06/2020;PM10;9
6;08/06/2020;PM25;6
7;08/06/2020;NO2;17
7;08/06/2020;O3;61
7;08/06/2020;PM10;11
8;08/06/2020;C6H6;
8;08/06/2020;CO_8h;
8;08/06/2020;NO2;
1;09/06/2020;NO2;
2;09/06/2020;C6H6;0.5
2;09/06/2020;NO2;32
2;09/06/2020;O3;68
2;09/06/2020;PM10;7
2;09/06/2020;PM25;5
2;09/06/2020;SO2;2.5
3;09/06/2020;CO_8h;0.5
3;09/06/2020;NO2;74
4;09/06/2020;C6H6;0.5
4;09/06/2020;CO_8h;0.6
4;09/06/2020;NO2;68
4;09/06/2020;PM10;10
5;09/06/2020;NO2;
5;09/06/2020;O3;
6;09/06/2020;C6H6;0.5
6;09/06/2020;CO_8h;0.8
6;09/06/2020;NO2;54
6;09/06/2020;PM10;6
6;09/06/2020;PM25;3
7;09/06/2020;NO2;47
7;09/06/2020;O3;65
7;09/06/2020;PM10;11
8;09/06/2020;C6H6;
8;09/06/2020;CO_8h;
8;09/06/2020;NO2;
1;10/06/2020;NO2;
2;10/06/2020;C6H6;0.5
2;10/06/2020;NO2;35
2;10/06/2020;O3;86
2;10/06/2020;PM10;9
2;10/06/2020;PM25;6
2;10/06/2020;SO2;6
3;10/06/2020;CO_8h;0.25
3;10/06/2020;NO2;59
4;10/06/2020;C6H6;0.5
4;10/06/2020;CO_8h;0.5
4;10/06/2020;NO2;59
4;10/06/2020;PM10;10
5;10/06/2020;NO2;
5;10/06/2020;O3;
6;10/06/2020;C6H6;0.5
6;10/06/2020;CO_8h;0.5
6;10/06/2020;NO2;53
6;10/06/2020;PM10;15
6;10/06/2020;PM25;8
7;10/06/2020;NO2;45
7;10/06/2020;O3;87
7;10/06/2020;PM10;12
8;10/06/2020;C6H6;
8;10/06/2020;CO_8h;
8;10/06/2020;NO2;
1;11/06/2020;NO2;
2;11/06/2020;C6H6;0.5
2;11/06/2020;NO2;33
2;11/06/2020;O3;78
2;11/06/2020;PM10;
2;11/06/2020;PM25;
2;11/06/2020;SO2;6
3;11/06/2020;CO_8h;0.25
3;11/06/2020;NO2;45
4;11/06/2020;C6H6;0.5
4;11/06/2020;CO_8h;0.5
4;11/06/2020;NO2;63
4;11/06/2020;PM10;13
5;11/06/2020;NO2;
5;11/06/2020;O3;
6;11/06/2020;C6H6;0.5
6;11/06/2020;CO_8h;0.6
6;11/06/2020;NO2;53
6;11/06/2020;PM10;11
6;11/06/2020;PM25;8
7;11/06/2020;NO2;44
7;11/06/2020;O3;77
7;11/06/2020;PM10;16
8;11/06/2020;C6H6;
8;11/06/2020;CO_8h;
8;11/06/2020;NO2;
1;12/06/2020;NO2;
2;12/06/2020;C6H6;
2;12/06/2020;NO2;
2;12/06/2020;O3;
2;12/06/2020;PM10;
2;12/06/2020;PM25;
2;12/06/2020;SO2;
3;12/06/2020;CO_8h;0.25
3;12/06/2020;NO2;77
4;12/06/2020;C6H6;0.5
4;12/06/2020;CO_8h;0.6
4;12/06/2020;NO2;72
4;12/06/2020;PM10;16
5;12/06/2020;NO2;
5;12/06/2020;O3;
6;12/06/2020;C6H6;0.5
6;12/06/2020;CO_8h;0.6
6;12/06/2020;NO2;48
6;12/06/2020;PM10;17
6;12/06/2020;PM25;10
7;12/06/2020;NO2;62
7;12/06/2020;O3;89
7;12/06/2020;PM10;15
8;12/06/2020;C6H6;
8;12/06/2020;CO_8h;
8;12/06/2020;NO2;
1;15/06/2020;NO2;
2;15/06/2020;C6H6;0.5
2;15/06/2020;NO2;23
2;15/06/2020;O3;89
2;15/06/2020;PM10;10
2;15/06/2020;PM25;8
2;15/06/2020;SO2;5
3;15/06/2020;CO_8h;0.25
3;15/06/2020;NO2;52
4;15/06/2020;C6H6;0.5
4;15/06/2020;CO_8h;0.6
4;15/06/2020;NO2;56
4;15/06/2020;PM10;13
5;15/06/2020;NO2;
5;15/06/2020;O3;
6;15/06/2020;C6H6;0.5
6;15/06/2020;CO_8h;0.5
6;15/06/2020;NO2;42
6;15/06/2020;PM10;10
6;15/06/2020;PM25;7
7;15/06/2020;NO2;30
7;15/06/2020;O3;97
7;15/06/2020;PM10;11
8;15/06/2020;C6H6;
8;15/06/2020;CO_8h;
8;15/06/2020;NO2;
1;16/06/2020;NO2;
2;16/06/2020;C6H6;0.5
2;16/06/2020;NO2;38
2;16/06/2020;O3;105
2;16/06/2020;PM10;16
2;16/06/2020;PM25;12
2;16/06/2020;SO2;5
3;16/06/2020;CO_8h;0.25
3;16/06/2020;NO2;65
4;16/06/2020;C6H6;0.5
4;16/06/2020;CO_8h;0.7
4;16/06/2020;NO2;58
4;16/06/2020;PM10;23
5;16/06/2020;NO2;
5;16/06/2020;O3;
6;16/06/2020;C6H6;0.5
6;16/06/2020;CO_8h;0.6
6;16/06/2020;NO2;52
6;16/06/2020;PM10;17
6;16/06/2020;PM25;10
7;16/06/2020;NO2;41
7;16/06/2020;O3;107
7;16/06/2020;PM10;21
8;16/06/2020;C6H6;
8;16/06/2020;CO_8h;
8;16/06/2020;NO2;
1;17/06/2020;NO2;
2;17/06/2020;C6H6;0.5
2;17/06/2020;NO2;30
2;17/06/2020;O3;98
2;17/06/2020;PM10;12
2;17/06/2020;PM25;9
2;17/06/2020;SO2;5
3;17/06/2020;CO_8h;0.25
3;17/06/2020;NO2;59
4;17/06/2020;C6H6;0.5
4;17/06/2020;CO_8h;0.7
4;17/06/2020;NO2;57
4;17/06/2020;PM10;15
5;17/06/2020;NO2;
5;17/06/2020;O3;
6;17/06/2020;C6H6;0.5
6;17/06/2020;CO_8h;0.5
6;17/06/2020;NO2;55
6;17/06/2020;PM10;15
6;17/06/2020;PM25;10
7;17/06/2020;NO2;40
7;17/06/2020;O3;102
7;17/06/2020;PM10;16
8;17/06/2020;C6H6;
8;17/06/2020;CO_8h;
8;17/06/2020;NO2;
1;18/06/2020;NO2;
2;18/06/2020;C6H6;0.5
2;18/06/2020;NO2;33
2;18/06/2020;O3;93
2;18/06/2020;PM10;
2;18/06/2020;PM25;
2;18/06/2020;SO2;5
3;18/06/2020;CO_8h;0.25
3;18/06/2020;NO2;92
4;18/06/2020;C6H6;0.5
4;18/06/2020;CO_8h;0.6
4;18/06/2020;NO2;69
4;18/06/2020;PM10;9
5;18/06/2020;NO2;
5;18/06/2020;O3;
6;18/06/2020;C6H6;0.5
6;18/06/2020;CO_8h;0.5
6;18/06/2020;NO2;55
6;18/06/2020;PM10;10
6;18/06/2020;PM25;3
7;18/06/2020;NO2;60
7;18/06/2020;O3;93
7;18/06/2020;PM10;12
8;18/06/2020;C6H6;
8;18/06/2020;CO_8h;
8;18/06/2020;NO2;
1;19/06/2020;NO2;
2;19/06/2020;C6H6;
2;19/06/2020;NO2;
2;19/06/2020;O3;
2;19/06/2020;PM10;10
2;19/06/2020;PM25;6
2;19/06/2020;SO2;
3;19/06/2020;CO_8h;0.25
3;19/06/2020;NO2;59
4;19/06/2020;C6H6;0.5
4;19/06/2020;CO_8h;0.6
4;19/06/2020;NO2;50
4;19/06/2020;PM10;13
5;19/06/2020;NO2;
5;19/06/2020;O3;
6;19/06/2020;C6H6;0.5
6;19/06/2020;CO_8h;0.5
6;19/06/2020;NO2;40
6;19/06/2020;PM10;14
6;19/06/2020;PM25;6
7;19/06/2020;NO2;42
7;19/06/2020;O3;90
7;19/06/2020;PM10;17
8;19/06/2020;C6H6;
8;19/06/2020;CO_8h;
8;19/06/2020;NO2;
1;22/06/2020;NO2;
2;22/06/2020;C6H6;0.5
2;22/06/2020;NO2;31
2;22/06/2020;O3;92
2;22/06/2020;PM10;11
2;22/06/2020;PM25;8
2;22/06/2020;SO2;5
3;22/06/2020;CO_8h;0.25
3;22/06/2020;NO2;52
4;22/06/2020;C6H6;0.5
4;22/06/2020;CO_8h;0.7
4;22/06/2020;NO2;51
4;22/06/2020;PM10;10
5;22/06/2020;NO2;
5;22/06/2020;O3;
6;22/06/2020;C6H6;0.5
6;22/06/2020;CO_8h;0.5
6;22/06/2020;NO2;39
6;22/06/2020;PM10;6
6;22/06/2020;PM25;2
7;22/06/2020;NO2;33
7;22/06/2020;O3;85
7;22/06/2020;PM10;10
8;22/06/2020;C6H6;
8;22/06/2020;CO_8h;
8;22/06/2020;NO2;
1;23/06/2020;NO2;
2;23/06/2020;C6H6;0.5
2;23/06/2020;NO2;45
2;23/06/2020;O3;118
2;23/06/2020;PM10;15
2;23/06/2020;PM25;10
2;23/06/2020;SO2;6
3;23/06/2020;CO_8h;0.25
3;23/06/2020;NO2;95
4;23/06/2020;C6H6;0.5
4;23/06/2020;CO_8h;0.7
4;23/06/2020;NO2;80
4;23/06/2020;PM10;14
5;23/06/2020;NO2;
5;23/06/2020;O3;
6;23/06/2020;C6H6;0.5
6;23/06/2020;CO_8h;0.7
6;23/06/2020;NO2;65
