stazione_id;data;inquinante;valore
7;12/03/2020;O3;79
7;12/03/2020;PM10;22
8;12/03/2020;C6H6;
8;12/03/2020;CO_8h;
8;12/03/2020;NO2;
1;13/03/2020;NO2;
2;13/03/2020;C6H6;1.2
2;13/03/2020;NO2;66
2;13/03/2020;O3;64
2;13/03/2020;PM10;31
2;13/03/2020;PM25;21
2;13/03/2020;SO2;5
3;13/03/2020;CO_8h;0.9
3;13/03/2020;NO2;106
4;13/03/2020;C6H6;1.3
4;13/03/2020;CO_8h;0.9
4;13/03/2020;NO2;103
4;13/03/2020;PM10;32
5;13/03/2020;NO2;
5;13/03/2020;O3;
6;13/03/2020;C6H6;
6;13/03/2020;CO_8h;0.7
6;13/03/2020;NO2;67
6;13/03/2020;PM10;31
6;13/03/2020;PM25;19
7;13/03/2020;NO2;78
7;13/03/2020;O3;60
7;13/03/2020;PM10;26
8;13/03/2020;C6H6;
8;13/03/2020;CO_8h;
8;13/03/2020;NO2;
2;14/03/2020;SO2;5
2;15/03/2020;SO2;2.5
1;16/03/2020;NO2;
2;16/03/2020;C6H6;1.3
2;16/03/2020;NO2;53
2;16/03/2020;O3;82
2;16/03/2020;PM10;22
2;16/03/2020;PM25;19
2;16/03/2020;SO2;2.5
3;16/03/2020;CO_8h;0.7
3;16/03/2020;NO2;64
4;16/03/2020;C6H6;1.5
4;16/03/2020;CO_8h;1.1
4;16/03/2020;NO2;102
4;16/03/2020;PM10;25
5;16/03/2020;NO2;
5;16/03/2020;O3;
6;16/03/2020;C6H6;0.5
6;16/03/2020;CO_8h;0.6
6;16/03/2020;NO2;50
6;16/03/2020;PM10;25
6;16/03/2020;PM25;19
7;16/03/2020;NO2;53
7;16/03/2020;O3;77
7;16/03/2020;PM10;16
8;16/03/2020;C6H6;
8;16/03/2020;CO_8h;
8;16/03/2020;NO2;
1;17/03/2020;NO2;
2;17/03/2020;C6H6;1
2;17/03/2020;NO2;73
2;17/03/2020;O3;86
2;17/03/2020;PM10;26
2;17/03/2020;PM25;21
2;17/03/2020;SO2;5
3;17/03/2020;CO_8h;0.8
3;17/03/2020;NO2;83
4;17/03/2020;C6H6;1.1
4;17/03/2020;CO_8h;0.9
4;17/03/2020;NO2;100
4;17/03/2020;PM10;26
5;17/03/2020;NO2;
5;17/03/2020;O3;
6;17/03/2020;C6H6;0.5
6;17/03/2020;CO_8h;0.6
6;17/03/2020;NO2;57
6;17/03/2020;PM10;30
6;17/03/2020;PM25;26
7;17/03/2020;NO2;61
7;17/03/2020;O3;79
7;17/03/2020;PM10;23
8;17/03/2020;C6H6;
8;17/03/2020;CO_8h;
8;17/03/2020;NO2;
1;18/03/2020;NO2;
2;18/03/2020;C6H6;1.6
2;18/03/2020;NO2;73
2;18/03/2020;O3;93
2;18/03/2020;PM10;42
2;18/03/2020;PM25;32
2;18/03/2020;SO2;11
3;18/03/2020;CO_8h;0.8
3;18/03/2020;NO2;85
4;18/03/2020;C6H6;1.5
4;18/03/2020;CO_8h;1.1
4;18/03/2020;NO2;114
4;18/03/2020;PM10;43
5;18/03/2020;NO2;
5;18/03/2020;O3;
6;18/03/2020;C6H6;1.2
6;18/03/2020;CO_8h;0.7
6;18/03/2020;NO2;58
6;18/03/2020;PM10;43
6;18/03/2020;PM25;34
7;18/03/2020;NO2;71
7;18/03/2020;O3;89
7;18/03/2020;PM10;39
8;18/03/2020;C6H6;
8;18/03/2020;CO_8h;
8;18/03/2020;NO2;
1;19/03/2020;NO2;
2;19/03/2020;C6H6;1.6
2;19/03/2020;NO2;80
2;19/03/2020;O3;109
2;19/03/2020;PM10;48
2;19/03/2020;PM25;36
2;19/03/2020;SO2;2.5
3;19/03/2020;CO_8h;0.9
3;19/03/2020;NO2;117
4;19/03/2020;C6H6;1.8
4;19/03/2020;CO_8h;1.2
4;19/03/2020;NO2;125
4;19/03/2020;PM10;53
5;19/03/2020;NO2;
5;19/03/2020;O3;
6;19/03/2020;C6H6;1.3
6;19/03/2020;CO_8h;0.8
6;19/03/2020;NO2;84
6;19/03/2020;PM10;49
6;19/03/2020;PM25;40
7;19/03/2020;NO2;106
7;19/03/2020;O3;100
7;19/03/2020;PM10;46
8;19/03/2020;C6H6;
8;19/03/2020;CO_8h;
8;19/03/2020;NO2;
1;20/03/2020;NO2;
2;20/03/2020;C6H6;1.8
2;20/03/2020;NO2;86
2;20/03/2020;O3;115
2;20/03/2020;PM10;45
2;20/03/2020;PM25;34
2;20/03/2020;SO2;7
3;20/03/2020;CO_8h;1.1
3;20/03/2020;NO2;94
4;20/03/2020;C6H6;1.4
4;20/03/2020;CO_8h;1.2
4;20/03/2020;NO2;118
4;20/03/2020;PM10;43
5;20/03/2020;NO2;
5;20/03/2020;O3;
6;20/03/2020;C6H6;1.6
6;20/03/2020;CO_8h;0.9
6;20/03/2020;NO2;86
6;20/03/2020;PM10;46
6;20/03/2020;PM25;36
7;20/03/2020;NO2;102
7;20/03/2020;O3;109
7;20/03/2020;PM10;42
8;20/03/2020;C6H6;
8;20/03/2020;CO_8h;
8;20/03/2020;NO2;
2;21/03/2020;SO2;5
2;22/03/2020;SO2;6
1;23/03/2020;NO2;
2;23/03/2020;C6H6;0.5
2;23/03/2020;NO2;13
2;23/03/2020;O3;80
2;23/03/2020;PM10;26
2;23/03/2020;PM25;18
2;23/03/2020;SO2;2.5
3;23/03/2020;CO_8h;0.6
3;23/03/2020;NO2;27
4;23/03/2020;C6H6;0.5
4;23/03/2020;CO_8h;0.8
4;23/03/2020;NO2;21
4;23/03/2020;PM10;29
5;23/03/2020;NO2;
5;23/03/2020;O3;
6;23/03/2020;C6H6;0.5
6;23/03/2020;CO_8h;0.6
6;23/03/2020;NO2;20
6;23/03/2020;PM10;32
6;23/03/2020;PM25;25
7;23/03/2020;NO2;29
7;23/03/2020;O3;73
7;23/03/2020;PM10;26
8;23/03/2020;C6H6;
8;23/03/2020;CO_8h;
8;23/03/2020;NO2;
1;24/03/2020;NO2;
2;24/03/2020;C6H6;0.5
2;24/03/2020;NO2;36
2;24/03/2020;O3;73
2;24/03/2020;PM10;17
2;24/03/2020;PM25;9
2;24/03/2020;SO2;2.5
3;24/03/2020;CO_8h;0.6
3;24/03/2020;NO2;38
4;24/03/2020;C6H6;0.5
4;24/03/2020;CO_8h;0.8
4;24/03/2020;NO2;46
4;24/03/2020;PM10;18
5;24/03/2020;NO2;
5;24/03/2020;O3;
6;24/03/2020;C6H6;0.5
6;24/03/2020;CO_8h;0.5
6;24/03/2020;NO2;36
6;24/03/2020;PM10;22
6;24/03/2020;PM25;13
7;24/03/2020;NO2;37
7;24/03/2020;O3;68
7;24/03/2020;PM10;17
8;24/03/2020;C6H6;
8;24/03/2020;CO_8h;
8;24/03/2020;NO2;
1;25/03/2020;NO2;
2;25/03/2020;C6H6;0.5
2;25/03/2020;NO2;55
2;25/03/2020;O3;84
2;25/03/2020;PM10;22
2;25/03/2020;PM25;15
2;25/03/2020;SO2;5
3;25/03/2020;CO_8h;0.8
3;25/03/2020;NO2;75
4;25/03/2020;C6H6;0.5
4;25/03/2020;CO_8h;1
4;25/03/2020;NO2;83
4;25/03/2020;PM10;25
5;25/03/2020;NO2;
5;25/03/2020;O3;
6;25/03/2020;C6H6;0.5
6;25/03/2020;CO_8h;0.6
6;25/03/2020;NO2;53
6;25/03/2020;PM10;24
6;25/03/2020;PM25;15
7;25/03/2020;NO2;63
7;25/03/2020;O3;81
7;25/03/2020;PM10;20
8;25/03/2020;C6H6;
8;25/03/2020;CO_8h;
8;25/03/2020;NO2;
1;26/03/2020;NO2;
2;26/03/2020;C6H6;0.5
2;26/03/2020;NO2;37
2;26/03/2020;O3;81
2;26/03/2020;PM10;18
2;26/03/2020;PM25;13
2;26/03/2020;SO2;5
3;26/03/2020;CO_8h;0.6
3;26/03/2020;NO2;49
4;26/03/2020;C6H6;0.5
4;26/03/2020;CO_8h;0.25
4;26/03/2020;NO2;71
4;26/03/2020;PM10;20
5;26/03/2020;NO2;
5;26/03/2020;O3;
6;26/03/2020;C6H6;0.5
6;26/03/2020;CO_8h;0.25
6;26/03/2020;NO2;38
6;26/03/2020;PM10;21
6;26/03/2020;PM25;14
7;26/03/2020;NO2;44
7;26/03/2020;O3;71
7;26/03/2020;PM10;18
8;26/03/2020;C6H6;
8;26/03/2020;CO_8h;
8;26/03/2020;NO2;
1;27/03/2020;NO2;
2;27/03/2020;C6H6;0.5
2;27/03/2020;NO2;34
2;27/03/2020;O3;69
2;27/03/2020;PM10;19
2;27/03/2020;PM25;13
2;27/03/2020;SO2;2.5
3;27/03/2020;CO_8h;0.6
3;27/03/2020;NO2;59
4;27/03/2020;C6H6;0.5
4;27/03/2020;CO_8h;0.25
4;27/03/2020;NO2;53
4;27/03/2020;PM10;20
5;27/03/2020;NO2;
5;27/03/2020;O3;
6;27/03/2020;C6H6;0.5
6;27/03/2020;CO_8h;0.25
6;27/03/2020;NO2;43
6;27/03/2020;PM10;23
6;27/03/2020;PM25;16
7;27/03/2020;NO2;39
7;27/03/2020;O3;58
7;27/03/2020;PM10;20
8;27/03/2020;C6H6;
8;27/03/2020;CO_8h;
8;27/03/2020;NO2;
2;28/03/2020;SO2;2.5
2;29/03/2020;SO2;5
1;30/03/2020;NO2;
2;30/03/2020;C6H6;1.1
2;30/03/2020;NO2;42
2;30/03/2020;O3;105
2;30/03/2020;PM10;80
2;30/03/2020;PM25;19
2;30/03/2020;SO2;5
3;30/03/2020;CO_8h;0.8
3;30/03/2020;NO2;64
4;30/03/2020;C6H6;1
4;30/03/2020;CO_8h;0.7
4;30/03/2020;NO2;75
4;30/03/2020;PM10;86
5;30/03/2020;NO2;
5;30/03/2020;O3;
6;30/03/2020;C6H6;0.5
6;30/03/2020;CO_8h;0.7
6;30/03/2020;NO2;50
6;30/03/2020;PM10;88
6;30/03/2020;PM25;24
7;30/03/2020;NO2;52
7;30/03/2020;O3;105
7;30/03/2020;PM10;88
8;30/03/2020;C6H6;
8;30/03/2020;CO_8h;
8;30/03/2020;NO2;
1;31/03/2020;NO2;
2;31/03/2020;C6H6;0.5
2;31/03/2020;NO2;36
2;31/03/2020;O3;93
2;31/03/2020;PM10;26
2;31/03/2020;PM25;12
2;31/03/2020;SO2;2.5
3;31/03/2020;CO_8h;0.7
3;31/03/2020;NO2;66
4;31/03/2020;C6H6;0.5
4;31/03/2020;CO_8h;0.5
4;31/03/2020;NO2;55
4;31/03/2020;PM10;28
5;31/03/2020;NO2;
5;31/03/2020;O3;
6;31/03/2020;C6H6;0.5
6;31/03/2020;CO_8h;0.6
6;31/03/2020;NO2;38
6;31/03/2020;PM10;
6;31/03/2020;PM25;
7;31/03/2020;NO2;52
7;31/03/2020;O3;87
7;31/03/2020;PM10;29
8;31/03/2020;C6H6;
8;31/03/2020;CO_8h;
8;31/03/2020;NO2;
1;01/04/2020;NO2;
2;01/04/2020;C6H6;0.5
2;01/04/2020;NO2;28
2;01/04/2020;O3;75
2;01/04/2020;PM10;10
2;01/04/2020;PM25;8
2;01/04/2020;SO2;2.5
3;01/04/2020;CO_8h;0.6
3;01/04/2020;NO2;38
4;01/04/2020;C6H6;0.5
4;01/04/2020;CO_8h;0.25
4;01/04/2020;NO2;46
4;01/04/2020;PM10;11
5;01/04/2020;NO2;
5;01/04/2020;O3;
6;01/04/2020;C6H6;0.5
6;01/04/2020;CO_8h;0.5
6;01/04/2020;NO2;26
6;01/04/2020;PM10;
6;01/04/2020;PM25;
7;01/04/2020;NO2;27
7;01/04/2020;O3;71
7;01/04/2020;PM10;12
8;01/04/2020;C6H6;
8;01/04/2020;CO_8h;
8;01/04/2020;NO2;
1;02/04/2020;NO2;
2;02/04/2020;C6H6;0.5
2;02/04/2020;NO2;49
2;02/04/2020;O3;86
2;02/04/2020;PM10;21
2;02/04/2020;PM25;16
2;02/04/2020;SO2;5
3;02/04/2020;CO_8h;0.8
3;02/04/2020;NO2;66
4;02/04/2020;C6H6;0.5
4;02/04/2020;CO_8h;0.5
4;02/04/2020;NO2;75
4;02/04/2020;PM10;21
5;02/04/2020;NO2;
5;02/04/2020;O3;
6;02/04/2020;C6H6;0.5
6;02/04/2020;CO_8h;0.6
6;02/04/2020;NO2;44
6;02/04/2020;PM10;23
6;02/04/2020;PM25;17
7;02/04/2020;NO2;56
7;02/04/2020;O3;83
7;02/04/2020;PM10;20
8;02/04/2020;C6H6;
8;02/04/2020;CO_8h;
8;02/04/2020;NO2;
1;03/04/2020;NO2;
2;03/04/2020;C6H6;1.1
2;03/04/2020;NO2;62
2;03/04/2020;O3;96
2;03/04/2020;PM10;36
2;03/04/2020;PM25;28
2;03/04/2020;SO2;10
3;03/04/2020;CO_8h;0.8
3;03/04/2020;NO2;108
4;03/04/2020;C6H6;0.5
4;03/04/2020;CO_8h;0.6
4;03/04/2020;NO2;86
4;03/04/2020;PM10;34
5;03/04/2020;NO2;
5;03/04/2020;O3;
6;03/04/2020;C6H6;0.5
6;03/04/2020;CO_8h;0.7
6;03/04/2020;NO2;64
6;03/04/2020;PM10;33
6;03/04/2020;PM25;27
7;03/04/2020;NO2;66
7;03/04/2020;O3;95
7;03/04/2020;PM10;34
8;03/04/2020;C6H6;
8;03/04/2020;CO_8h;
8;03/04/2020;NO2;
1;06/04/2020;NO2;
2;06/04/2020;C6H6;0.5
2;06/04/2020;NO2;37
2;06/04/2020;O3;115
2;06/04/2020;PM10;30
2;06/04/2020;PM25;22
2;06/04/2020;SO2;5
3;06/04/2020;CO_8h;0.8
3;06/04/2020;NO2;85
4;06/04/2020;C6H6;0.5
4;06/04/2020;CO_8h;0.6
4;06/04/2020;NO2;58
4;06/04/2020;PM10;30
5;06/04/2020;NO2;
5;06/04/2020;O3;
6;06/04/2020;C6H6;0.5
6;06/04/2020;CO_8h;0.7
6;06/04/2020;NO2;46
6;06/04/2020;PM10;30
6;06/04/2020;PM25;25
7;06/04/2020;NO2;58
7;06/04/2020;O3;115
7;06/04/2020;PM10;32
8;06/04/2020;C6H6;
8;06/04/2020;CO_8h;
8;06/04/2020;NO2;
1;07/04/2020;NO2;
2;07/04/2020;C6H6;1
2;07/04/2020;NO2;72
2;07/04/2020;O3;126
2;07/04/2020;PM10;32
2;07/04/2020;PM25;22
2;07/04/2020;SO2;7
3;07/04/2020;CO_8h;0.9
3;07/04/2020;NO2;115
4;07/04/2020;C6H6;0.5
4;07/04/2020;CO_8h;0.7
4;07/04/2020;NO2;87
4;07/04/2020;PM10;33
5;07/04/2020;NO2;
5;07/04/2020;O3;
6;07/04/2020;C6H6;0.5
6;07/04/2020;CO_8h;0.8
6;07/04/2020;NO2;71
6;07/04/2020;PM10;23
6;07/04/2020;PM25;24
7;07/04/2020;NO2;81
7;07/04/2020;O3;122
7;07/04/2020;PM10;35
8;07/04/2020;C6H6;
8;07/04/2020;CO_8h;
8;07/04/2020;NO2;
1;08/04/2020;NO2;
2;08/04/2020;C6H6;1.2
2;08/04/2020;NO2;65
2;08/04/2020;O3;130
2;08/04/2020;PM10;38
2;08/04/2020;PM25;26
2;08/04/2020;SO2;7
3;08/04/2020;CO_8h;0.9
3;08/04/2020;NO2;103
4;08/04/2020;C6H6;1
4;08/04/2020;CO_8h;0.8
4;08/04/2020;NO2;105
4;08/04/2020;PM10;37
5;08/04/2020;NO2;
5;08/04/2020;O3;
6;08/04/2020;C6H6;0.5
6;08/04/2020;CO_8h;0.8
6;08/04/2020;NO2;109
6;08/04/2020;PM10;40
6;08/04/2020;PM25;26
7;08/04/2020;NO2;81
7;08/04/2020;O3;124
7;08/04/2020;PM10;42
8;08/04/2020;C6H6;
8;08/04/2020;CO_8h;
8;08/04/2020;NO2;
1;09/04/2020;NO2;
2;09/04/2020;C6H6;0.5
2;09/04/2020;NO2;65
2;09/04/2020;O3;127
2;09/04/2020;PM10;33
2;09/04/2020;PM25;22
2;09/04/2020;SO2;6
3;09/04/2020;CO_8h;0.9
3;09/04/2020;NO2;130
4;09/04/2020;C6H6;0.5
4;09/04/2020;CO_8h;0.7
4;09/04/2020;NO2;92
4;09/04/2020;PM10;37
5;09/04/2020;NO2;
5;09/04/2020;O3;
6;09/04/2020;C6H6;0.5
6;09/04/2020;CO_8h;0.8
6;09/04/2020;NO2;69
6;09/04/2020;PM10;38
6;09/04/2020;PM25;22
7;09/04/2020;NO2;88
7;09/04/2020;O3;123
7;09/04/2020;PM10;38
8;09/04/2020;C6H6;
8;09/04/2020;CO_8h;
8;09/04/2020;NO2;
1;10/04/2020;NO2;
2;10/04/2020;C6H6;0.5
2;10/04/2020;NO2;65
2;10/04/2020;O3;131
2;10/04/2020;PM10;29
2;10/04/2020;PM25;19
2;10/04/2020;SO2;8
3;10/04/2020;CO_8h;0.5
3;10/04/2020;NO2;95
4;10/04/2020;C6H6;0.5
4;10/04/2020;CO_8h;0.8
4;10/04/2020;NO2;107
4;10/04/2020;PM10;33
5;10/04/2020;NO2;
5;10/04/2020;O3;
6;10/04/2020;C6H6;0.5
6;10/04/2020;CO_8h;0.9
6;10/04/2020;NO2;68
6;10/04/2020;PM10;33
6;10/04/2020;PM25;21
7;10/04/2020;NO2;85
7;10/04/2020;O3;134
7;10/04/2020;PM10;38
8;10/04/2020;C6H6;
8;10/04/2020;CO_8h;
8;10/04/2020;NO2;
1;14/04/2020;NO2;
2;14/04/2020;C6H6;0.5
2;14/04/2020;NO2;23
2;14/04/2020;O3;122
2;14/04/2020;PM10;18
2;14/04/2020;PM25;13
2;14/04/2020;SO2;6
3;14/04/2020;CO_8h;0.25
3;14/04/2020;NO2;74
4;14/04/2020;C6H6;0.5
4;14/04/2020;CO_8h;0.7
4;14/04/2020;NO2;31
4;14/04/2020;PM10;18
5;14/04/2020;NO2;
5;14/04/2020;O3;
6;14/04/2020;C6H6;0.5
6;14/04/2020;CO_8h;0.7
6;14/04/2020;NO2;36
6;14/04/2020;PM10;19
6;14/04/2020;PM25;13
7;14/04/2020;NO2;36
7;14/04/2020;O3;124
7;14/04/2020;PM10;19
8;14/04/2020;C6H6;
8;14/04/2020;CO_8h;
8;14/04/2020;NO2;
1;15/04/2020;NO2;
2;15/04/2020;C6H6;0.5
2;15/04/2020;NO2;21
2;15/04/2020;O3;103
2;15/04/2020;PM10;20
2;15/04/2020;PM25;9
2;15/04/2020;SO2;2.5
3;15/04/2020;CO_8h;0.25
3;15/04/2020;NO2;48
4;15/04/2020;C6H6;0.5
4;15/04/2020;CO_8h;0.7
4;15/04/2020;NO2;35
4;15/04/2020;PM10;21
5;15/04/2020;NO2;
5;15/04/2020;O3;
6;15/04/2020;C6H6;0.5
6;15/04/2020;CO_8h;0.8
6;15/04/2020;NO2;29
6;15/04/2020;PM10;22
6;15/04/2020;PM25;13
7;15/04/2020;NO2;28
7;15/04/2020;O3;98
7;15/04/2020;PM10;25
8;15/04/2020;C6H6;
8;15/04/2020;CO_8h;
8;15/04/2020;NO2;
1;16/04/2020;NO2;
2;16/04/2020;C6H6;0.5
2;16/04/2020;NO2;21
2;16/04/2020;O3;101
2;16/04/2020;PM10;18
2;16/04/2020;PM25;8
2;16/04/2020;SO2;5
3;16/04/2020;CO_8h;0.25
3;16/04/2020;NO2;49
4;16/04/2020;C6H6;0.5
4;16/04/2020;CO_8h;0.8
4;16/04/2020;NO2;42
4;16/04/2020;PM10;21
5;16/04/2020;NO2;
5;16/04/2020;O3;
6;16/04/2020;C6H6;0.5
6;16/04/2020;CO_8h;0.8
6;16/04/2020;NO2;29
6;16/04/2020;PM10;20
6;16/04/2020;PM25;8
7;16/04/2020;NO2;31
7;16/04/2020;O3;100
7;16/04/2020;PM10;23
8;16/04/2020;C6H6;
8;16/04/2020;CO_8h;
8;16/04/2020;NO2;
1;17/04/2020;NO2;
2;17/04/2020;C6H6;1
2;17/04/2020;NO2;54
2;17/04/2020;O3;109
2;17/04/2020;PM10;29
2;17/04/2020;PM25;15
2;17/04/2020;SO2;10
3;17/04/2020;CO_8h;0.25
3;17/04/2020;NO2;102
4;17/04/2020;C6H6;0.5
4;17/04/2020;CO_8h;0.9
4;17/04/2020;NO2;76
4;17/04/2020;PM10;32
5;17/04/2020;NO2;
5;17/04/2020;O3;
6;17/04/2020;C6H6;0.5
6;17/04/2020;CO_8h;0.9
6;17/04/2020;NO2;53
6;17/04/2020;PM10;34
6;17/04/2020;PM25;17
7;17/04/2020;NO2;62
7;17/04/2020;O3;113
7;17/04/2020;PM10;34
8;17/04/2020;C6H6;
8;17/04/2020;CO_8h;
8;17/04/2020;NO2;
1;20/04/2020;NO2;
2;20/04/2020;C6H6;0.5
2;20/04/2020;NO2;13
2;20/04/2020;O3;102
2;20/04/2020;PM10;21
2;20/04/2020;PM25;9
2;20/04/2020;SO2;5
3;20/04/2020;CO_8h;0.25
3;20/04/2020;NO2;27
4;20/04/2020;C6H6;0.5
4;20/04/2020;CO_8h;0.9
4;20/04/2020;NO2;25
4;20/04/2020;PM10;25
5;20/04/2020;NO2;
5;20/04/2020;O3;
6;20/04/2020;C6H6;0.5
6;20/04/2020;CO_8h;0.9
6;20/04/2020;NO2;28
6;20/04/2020;PM10;22
6;20/04/2020;PM25;8
7;20/04/2020;NO2;21
7;20/04/2020;O3;107
7;20/04/2020;PM10;24
8;20/04/2020;C6H6;
8;20/04/2020;CO_8h;
8;20/04/2020;NO2;
1;21/04/2020;NO2;
2;21/04/2020;C6H6;0.5
2;21/04/2020;NO2;18
2;21/04/2020;O3;69
2;21/04/2020;PM10;17
2;21/04/2020;PM25;11
2;21/04/2020;SO2;2.5
3;21/04/2020;CO_8h;0.25
3;21/04/2020;NO2;36
4;21/04/2020;C6H6;0.5
4;21/04/2020;CO_8h;0.9
4;21/04/2020;NO2;43
4;21/04/2020;PM10;19
5;21/04/2020;NO2;
5;21/04/2020;O3;
6;21/04/2020;C6H6;0.5
6;21/04/2020;CO_8h;1
6;21/04/2020;NO2;25
6;21/04/2020;PM10;19
6;21/04/2020;PM25;18
7;21/04/2020;NO2;29
7;21/04/2020;O3;61
7;21/04/2020;PM10;18
8;21/04/2020;C6H6;
8;21/04/2020;CO_8h;
8;21/04/2020;NO2;
1;22/04/2020;NO2;
2;22/04/2020;C6H6;0.5
2;22/04/2020;NO2;25
2;22/04/2020;O3;60
2;22/04/2020;PM10;20
2;22/04/2020;PM25;14
2;22/04/2020;SO2;2.5
3;22/04/2020;CO_8h;0.5
3;22/04/2020;NO2;75
4;22/04/2020;C6H6;0.5
4;22/04/2020;CO_8h;1
4;22/04/2020;NO2;62
4;22/04/2020;PM10;19
5;22/04/2020;NO2;
5;22/04/2020;O3;
6;22/04/2020;C6H6;0.5
6;22/04/2020;CO_8h;1
6;22/04/2020;NO2;32
6;22/04/2020;PM10;24
6;22/04/2020;PM25;19
7;22/04/2020;NO2;35
7;22/04/2020;O3;57
7;22/04/2020;PM10;18
8;22/04/2020;C6H6;
8;22/04/2020;CO_8h;
8;22/04/2020;NO2;
1;23/04/2020;NO2;
2;23/04/2020;C6H6;0.5
2;23/04/2020;NO2;46
2;23/04/2020;O3;114
2;23/04/2020;PM10;21
2;23/04/2020;PM25;13
2;23/04/2020;SO2;5
3;23/04/2020;CO_8h;0.6
3;23/04/2020;NO2;107
4;23/04/2020;C6H6;0.5
4;23/04/2020;CO_8h;1.1
4;23/04/2020;NO2;80
4;23/04/2020;PM10;23
5;23/04/2020;NO2;
5;23/04/2020;O3;
6;23/04/2020;C6H6;0.5
6;23/04/2020;CO_8h;1
6;23/04/2020;NO2;52
6;23/04/2020;PM10;15
6;23/04/2020;PM25;20
7;23/04/2020;NO2;52
7;23/04/2020;O3;117
7;23/04/2020;PM10;24
8;23/04/2020;C6H6;
8;23/04/2020;CO_8h;
8;23/04/2020;NO2;
1;24/04/2020;NO2;
2;24/04/2020;C6H6;0.5
2;24/04/2020;NO2;39
2;24/04/2020;O3;123
2;24/04/2020;PM10;28
2;24/04/2020;PM25;19
2;24/04/2020;SO2;6
3;24/04/2020;CO_8h;0.5
3;24/04/2020;NO2;77
4;24/04/2020;C6H6;1
4;24/04/2020;CO_8h;0.5
4;24/04/2020;NO2;80
4;24/04/2020;PM10;33
5;24/04/2020;NO2;
5;24/04/2020;O3;
6;24/04/2020;C6H6;0.5
6;24/04/2020;CO_8h;0.9
6;24/04/2020;NO2;55
6;24/04/2020;PM10;34
6;24/04/2020;PM25;24
7;24/04/2020;NO2;55
7;24/04/2020;O3;124
7;24/04/2020;PM10;32
8;24/04/2020;C6H6;
8;24/04/2020;CO_8h;
8;24/04/2020;NO2;
1;27/04/2020;NO2;
2;27/04/2020;C6H6;0.5
2;27/04/2020;NO2;9
2;27/04/2020;O3;113
2;27/04/2020;PM10;12
2;27/04/2020;PM25;10
2;27/04/2020;SO2;7
3;27/04/2020;CO_8h;0.5
3;27/04/2020;NO2;16
4;27/04/2020;C6H6;0.5
4;27/04/2020;CO_8h;0.25
4;27/04/2020;NO2;16
4;27/04/2020;PM10;12
5;27/04/2020;NO2;
5;27/04/2020;O3;
6;27/04/2020;C6H6;0.5
6;27/04/2020;CO_8h;0.9
6;27/04/2020;NO2;19
6;27/04/2020;PM10;14
6;27/04/2020;PM25;7
7;27/04/2020;NO2;11
7;27/04/2020;O3;116
7;27/04/2020;PM10;15
8;27/04/2020;C6H6;
8;27/04/2020;CO_8h;
8;27/04/2020;NO2;
1;28/04/2020;NO2;
2;28/04/2020;C6H6;0.5
2;28/04/2020;NO2;14
2;28/04/2020;O3;86
2;28/04/2020;PM10;12
2;28/04/2020;PM25;9
2;28/04/2020;SO2;6
3;28/04/2020;CO_8h;0.25
3;28/04/2020;NO2;37
4;28/04/2020;C6H6;0.5
4;28/04/2020;CO_8h;0.5
4;28/04/2020;NO2;41
4;28/04/2020;PM10;14
5;28/04/2020;NO2;
5;28/04/2020;O3;
6;28/04/2020;C6H6;0.5
6;28/04/2020;CO_8h;1
6;28/04/2020;NO2;30
6;28/04/2020;PM10;14
6;28/04/2020;PM25;7
7;28/04/2020;NO2;26
7;28/04/2020;O3;90
7;28/04/2020;PM10;15
8;28/04/2020;C6H6;
8;28/04/2020;CO_8h;
8;28/04/2020;NO2;
1;29/04/2020;NO2;
2;29/04/2020;C6H6;0.5
2;29/04/2020;NO2;36
2;29/04/2020;O3;76
2;29/04/2020;PM10;13
2;29/04/2020;PM25;10
2;29/04/2020;SO2;8
3;29/04/2020;CO_8h;0.5
3;29/04/2020;NO2;63
4;29/04/2020;C6H6;0.5
4;29/04/2020;CO_8h;0.5
4;29/04/2020;NO2;43
4;29/04/2020;PM10;14
5;29/04/2020;NO2;
5;29/04/2020;O3;
6;29/04/2020;C6H6;0.5
6;29/04/2020;CO_8h;1
6;29/04/2020;NO2;42
6;29/04/2020;PM10;14
6;29/04/2020;PM25;10
7;29/04/2020;NO2;52
7;29/04/2020;O3;76
7;29/04/2020;PM10;14
8;29/04/2020;C6H6;
8;29/04/2020;CO_8h;
8;29/04/2020;NO2;
1;30/04/2020;NO2;
2;30/04/2020;C6H6;0.5
2;30/04/2020;NO2;23
2;30/04/2020;O3;90
2;30/04/2020;PM10;8
2;30/04/2020;PM25;7
2;30/04/2020;SO2;7
3;30/04/2020;CO_8h;0.25
3;30/04/2020;NO2;47
4;30/04/2020;C6H6;0.5
4;30/04/2020;CO_8h;0.5
4;30/04/2020;NO2;42
4;30/04/2020;PM10;8
5;30/04/2020;NO2;
5;30/04/2020;O3;
6;30/04/2020;C6H6;0.5
6;30/04/2020;CO_8h;1
6;30/04/2020;NO2;33
6;30/04/2020;PM10;9
6;30/04/2020;PM25;8
7;30/04/2020;NO2;31
7;30/04/2020;O3;92
7;30/04/2020;PM10;9
8;30/04/2020;C6H6;
8;30/04/2020;CO_8h;
8;30/04/2020;NO2;
1;04/05/2020;NO2;
2;04/05/2020;C6H6;0.5
2;04/05/2020;NO2;12
2;04/05/2020;O3;107
